League_Code,Year,Team_Name,Team_Link,Name,Age,B,T,Ht,Wt,DoB,Birthplace,Stint,From,To,id
JPPL,2009,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=9eb19f56,Hisashi Kitani,28,R,R,"5' 11""",172,"Oct 15, 1980","Ika-gun, Shiga, JP",,,,kitani001his
JPPL,1957,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=dbf402af,Tsutomu Kitano,21,R,R,"5' 9""",150,"Aug 24, 1935","Hyogo, JP",,,,kitano000tsu
JPCL,1994,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=e4bbc1de,Katsunori Kitano,26,L,L,"6' 2""",195,"Oct 10, 1967","Suzuka, Mie, JP",,,,kitano001kat
JPPL,1971,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=9619e675,Masaaki Kitaru,24,R,R,"6' 0""",180,"Jun 13, 1947","Choshi, Chiba, JP",,,,kitaru000mas
JPPL,2020,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=dfafe555,Ryuji Kitaura,20,L,L,"6' 0""",187,"Jan 12, 2000",JP,,,,kitaur000ryu
JPPL,2022,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=5e2f8ca6,Koki Kitayama,23,R,R,"5' 11""",176,"Apr 10, 1999",,,,,kitaya000kok
JPCL,1954,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=7a19c0ab,Hiromitsu Kito,21,L,L,"5' 9""",140,"Jan 16, 1933","Aichi, JP",,,,kito--000hir
JPPL,1957,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=dbf402af,Masakazu Kito,37,R,R,"5' 7""",136,"Feb 9, 1920","Nagoya, Aichi, JP",,,,kito--000sei
JPPL,1973,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=301eb3d5,Hiroshi Kito,30,L,L,"5' 10""",171,"Apr 18, 1943","Ise, Mie, JP",,,,kito--001hir
JPPL,2005,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=50966411,Makoto Kito,40,R,R,"5' 10""",180,"May 12, 1965","Nagoya, Aichi, JP",,,,kitoh-001mak
JPCL,1961,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=5b47962d,Fumio Kitsugi,24,R,R,"6' 0""",178,"Jan 26, 1937","Nagano, JP",,,,kitsug000fum
JPCL,2022,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=d9661cef,Patrick Kivlehan,32,R,R,"6' 2""",211,"Dec 22, 1989","Nyack, NY, US",,,,kivleh000pat
JPCL,2014,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=681984cc,Ryohei Kiya,25,R,R,"5' 11""",187,"Apr 7, 1989",,,2014-04-13,2014-08-26,kiya--000ryo
JPCL,1980,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=72cc95ee,Eikyu Kiyama,25,R,R,"5' 10""",170,"Dec 24, 1954","Kure, Hiroshima, JP",,,,kiyama000eik
JPCL,2014,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=fae9f4bd,Masato Kiyashiki,23,R,R,"5' 10""",185,"Jun 19, 1991",,,2014-10-01,2014-10-01,kiyash000mas
JPPL,1952,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=9f753c59,Hatsuo Kiyohara,34,R,R,"5' 6""",140,"Nov 7, 1917","Kumamoto, JP",,,,kiyoha000hat
JPPL,1992,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=44492bcd,Yuichi Kiyohara,23,L,L,"5' 10""",190,"May 23, 1969","Higashikuni, Oita, JP",,,,kiyoha000yui
JPCL,2011,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=b443c16f,Daiki Kiyohara,22,R,R,"5' 11""",185,"Jun 11, 1989","Ryugasaki, Ibaraki, JP",,2011-10-23,2011-10-23,kiyoha001dai
JPPL,1992,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=467bffb3,Kazuhiro Kiyohara,24,R,R,"6' 2""",228,"Aug 18, 1967","Kishiawa, Osaka, JP",,,,kiyoha001kaz
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Eiji Kiyokawa,30,L,L,"5' 9""",165,"Sep 21, 1961","Kyoto, Kyoto, JP",,,,kiyoka000eij
JPPL,2020,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=dfafe555,Kotaro Kiyomiya,21,L,R,"6' 0""",224,"May 25, 1999",JP,,,,kiyomi010kot
JPPL,1955,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=5d0078df,Fumio Kiyoshi,18,R,R,"5' 6""",132,"Dec 2, 1936","Hyogo, JP",,,,kiyosh000fum
JPPL,2017,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=d1253dd8,Ikuhiro Kiyota,31,R,R,"5' 11""",187,"Feb 11, 1986","Kamagaya, Chiba, JP",,2017-04-01,2017-10-10,kiyota001iku
JPCL,2023,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=37d36ccf,Naofumi Kizawa,25,R,R,"6' 0""",187,"Apr 25, 1998",,,,,kizawa000nao
JPCL,2008,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=eba0fdad,Atsushi Kizuka,30,R,R,"6' 0""",190,"Jul 19, 1977","Urawa, Saitama, JP",,,,kizuka001ats
JPCL,1963,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=90cc9a30,Billy Klaus,34,L,R,"5' 9""",160,"Dec 9, 1928","Spring Grove, IL, US",,,,klaus-001wil
JPCL,2017,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=d87aa22e,Phil Klein,28,R,R,"6' 7""",255,"Apr 30, 1989","Columbus, OH, US",,2017-04-01,2017-06-02,klein-000phi
JPPL,2003,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=aad48cd8,Brandon Knight,27,L,R,"6' 0""",175,"Oct 1, 1975","Oxnard, CA, US",,,,knight001bra
JPPL,2000,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=b152bb8a,Eric Knott,25,L,L,"6' 0""",188,"Sep 23, 1974","Harvey, IL, US",,,,knott-001eri
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Eiketsu Ko,27,,,,,"Oct 20, 1955",,,,,ko----000eik
JPCL,1991,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=d4c9e48d,Shinji Ko,24,L,R,"5' 9""",158,"Apr 16, 1967","Kita-Kyushu, Fukuoka, JP",,,,ko----000shi
JPPL,1950,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=1babcf9e,Iwao Koba,26,R,R,"5' 6""",132,"Dec 10, 1923",TW,,,,koba--000iwa
JPPL,1971,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=2b033540,Takeshi Koba,35,R,R,"5' 7""",154,"Apr 22, 1936","Kumamoto, Kumamoto, JP",,,,koba--000tak
JPCL,1962,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=f7b64ce1,Masaru Kobashi,19,R,R,"5' 10""",170,"Jul 1, 1942","Okayama, JP",,,,kobash000mas
JPPL,1990,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=7c9f2214,Akinori Kobayashi,22,R,R,"5' 8""",162,"Aug 5, 1967","Edogawa Ward, Tokyo, JP",,,,kobaya000aki
JPPL,1962,Daimai Orions,https://www.baseball-reference.com/register/team.cgi?id=7898a09d,Hideyuki Kobayashi,22,L,L,"5' 11""",170,"Apr 25, 1940","Tokyo, JP",,,,kobaya000hid
JPCL,1959,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=ee13a542,Heitaro Kobayashi,22,R,R,"5' 6""",170,"Dec 10, 1936","Osaka, JP",,,,kobaya000hyo
JPCL,1956,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=867d1aa3,Katsumi Kobayashi,22,R,R,"5' 6""",160,"Aug 2, 1933","Gunma, JP",,,,kobaya000kat
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Keisuke Kobayashi,24,R,R,"6' 2""",189,"Nov 2, 1992","Brussels, BE",,2017-05-13,2017-09-30,kobaya000kei
JPCL,1994,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=873186ef,Koji Kobayakawa,23,L,L,"5' 10""",182,"Dec 1, 1970","Kure, Hiroshima, JP",,,,kobaya000koj
JPCL,1977,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=d7bfb05f,Kunio Kobayashi,26,L,L,"5' 9""",154,"Oct 3, 1950","Aichi, JP",,,,kobaya000kun
JPCL,1965,Sankei Swallows,https://www.baseball-reference.com/register/team.cgi?id=d341f54b,Makoto Kobayashi,20,R,R,"5' 9""",162,"Jun 25, 1945","Fukushima, JP",,,,kobaya000mak
JPCL,1997,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=e1824a09,Satoshi Kobayashi,19,R,R,"6' 3""",165,"Aug 21, 1977","Mito, Ibaraki, JP",,,,kobaya000sat
JPPL,1983,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=83722a4a,Seiji Kobayashi,25,R,R,"5' 10""",162,"Jan 22, 1958","Hiba-gun, Hiroshima, JP",,,,kobaya000sei
JPPL,1955,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=5d0078df,Nobusuke Kobayashi,23,R,R,"6' 1""",170,"Nov 3, 1931","Osaka, JP",,,,kobaya000sen
JPCL,1980,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=c8b00487,Shigeru Kobayashi,27,R,R,"5' 10""",150,"Nov 14, 1952","Tohaku-gun, Tottori, JP",,,,kobaya000shi
JPCL,2021,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=237c1a1c,Tatsuto Kobayashi,18,R,R,"5' 11""",189,"Jan 16, 2003",,,,,kobaya000tat
JPPL,1958,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=7dced387,Tsuneo Kobayashi,32,L,L,"5' 10""",156,"Jan 1, 1926","Ueda, Nagano, JP",,,,kobaya000tsu
JPPL,1955,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=fef95847,Yuji Kobayashi,19,R,R,"5' 8""",140,"Dec 1, 1935","Aichi, JP",,,,kobaya000yuj
JPCL,1954,Taiyo-Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=742378f1,Akiyoshi Kobayashi,30,R,R,"5' 8""",151,"Sep 22, 1923","Kobe, Hyogo, JP",,,,kobaya001aki
JPPL,2001,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=8b75a19e,Atsushi Kobayashi,28,R,R,"6' 0""",173,"Dec 8, 1972","Kita Ward, Tokyo, JP",,,,kobaya001ats
JPCL,2008,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=eba0fdad,Futoshi Kobayashi,25,R,R,"6' 0""",185,"May 11, 1983","Tomioka, Gunma, JP",,,,kobaya001fut
JPPL,2006,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=2a65c286,Hiroyuki Kobayashi,28,R,R,"6' 0""",175,"Jun 4, 1978","Kusaka, Saitama, JP",,,,kobaya001hir
JPCL,2005,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=c8efc038,Kanei Kobayashi,31,R,R,"5' 11""",191,"Jan 29, 1974","Niigata, Niigata, JP",,,,kobaya001kan
JPPL,2009,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=fc1f98ef,Kenji Kobayashi,23,R,R,"6' 0""",181,"Jul 3, 1985","Sakata, Yamagata, JP",,,,kobaya001ken
JPCL,1972,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=363e6218,Koji Kobayashi,21,R,R,"5' 10""",162,"Sep 8, 1950","Fukuoka, JP",,,,kobaya001koj
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Masato Kobayashi,27,L,L,"5' 9""",190,"Aug 21, 1980","Agatsuma-gun, Gunma, JP",,,,kobaya001mas
JPCL,2014,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=fae9f4bd,Seiji Kobayashi,25,R,R,"5' 8""",173,"Jun 7, 1989",JP,,2014-03-28,2014-10-06,kobaya001sei
JPCL,1991,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=d4c9e48d,Takehiko Kobayakawa,29,L,R,"6' 1""",204,"Nov 15, 1961","Aki-gun, Hiroshima, JP",,,,kobaya001tak
JPPL,2011,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=f2d4d6e5,Atsushi Kobayashi,25,R,R,"5' 10""",187,"Feb 24, 1986","Shimada, Shizuoka, JP",,2011-06-08,2011-10-12,kobaya002ats
JPPL,2003,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=80b5e972,Hiroshi Kobayashi,32,R,R,"6' 0""",180,"Nov 30, 1970","Hatsukaichi, Hiroshima, JP",,,,kobaya002hir
JPPL,2006,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=2a65c286,Masahide Kobayashi,32,R,R,"6' 0""",195,"May 24, 1974","Otsuki, Yamanashi, JP",,,,kobaya002mas
JPPL,1983,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=adfea852,Shinya Kobayashi,30,L,L,"5' 7""",165,"Oct 28, 1952","Yamasaki-cho, Hyogo, JP",,,,kobaya002shi
JPPL,1986,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=85ea64b9,Atsumi Kobayashi,24,R,R,"5' 10""",162,"Sep 27, 1961","Ube, Yamaguchi, JP",,,,kobaya003ats
JPCL,2011,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=eeecb269,Hiroshi Kobayashi,22,R,R,"5' 10""",191,"Jan 21, 1989","Fukuyama, Hiroshima, JP",,2011-06-08,2011-10-09,kobaya003hir
JPCL,1972,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=d41b29bb,Masayuki Kobayashi,25,R,R,"5' 7""",154,"Feb 5, 1947","Chiba, JP",,,,kobaya003mas
JPPL,2009,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=89d7aaef,Takumi Kobe,24,L,R,"6' 3""",216,"Feb 23, 1985","Uku, Ibaraki, JP",,,,kobe--001tak
JPPL,1960,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=280cbd44,Taisuke Kobuchi,25,R,R,"5' 10""",184,"Jan 9, 1935","Fukuoka, JP",,,,kobuch000tai
JPPL,2020,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=ab0bdad8,Hiroto Kobukata,24,L,R,"5' 6""",152,"Sep 28, 1995",,,,,kobuka000hir
JPCL,2020,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=5c30dc6b,Matt Koch,29,L,R,"6' 3""",215,"Nov 2, 1990","Cherokee, IA, US",,,,koch--001mat
JPPL,1952,Mainichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=eeb485be,Takuji Kouchi,32,R,R,"5' 8""",145,"Apr 26, 1920","Hiroshima, Hiroshima, JP",,,,kochi-000tak
JPCL,1994,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=0a82446e,Masahiro Koda,23,R,R,"5' 11""",158,"Jul 1, 1970","Edogawa Ward, Tokyo, JP",,,,koda--000mas
JPCL,1959,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=ee13a542,Masaru Koda,20,R,R,"6' 0""",160,"Nov 2, 1938","Shinagawa Ward, Tokyo, JP",,,,koda--001mas
JPPL,1960,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=f97e3d98,Akitoshi Kodama,25,R,R,"5' 8""",154,"Jun 10, 1935","Amagasaki, Hyogo, JP",,,,kodama000aki
JPPL,1971,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=208ad596,Hiroyoshi Kodama,29,R,R,"5' 8""",167,"Mar 13, 1942","Tsuna-gun, Hyogo, JP",,,,kodama000hir
JPPL,2023,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=ea5476d1,Ryosuke Kodama,24,R,R,"5' 5""",143,"Jul 10, 1998",,,,,kodama000ryo
JPCL,1952,Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=c635f76a,Yukio Kodama,19,R,R,"5' 6""",132,"Feb 8, 1933","Shimane, JP",,,,kodama000sac
JPCL,1954,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=7a19c0ab,Riichi Kodama,35,R,R,"5' 10""",165,"Feb 19, 1919","Oita, Oita, JP",,,,kodama000tos
JPCL,1954,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=7a19c0ab,Yasushi Kodama,18,R,R,"5' 9""",156,"Jul 19, 1935","Higashi Uwa-gun, Ehime, JP",,,,kodama000yas
JPPL,1968,Tokyo Orions,https://www.baseball-reference.com/register/team.cgi?id=ad66fdae,Yoshihiko Kodama,27,R,R,"5' 6""",154,"Apr 22, 1941","Hyogo, JP",,,,kodama000yos
JPPL,1971,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=21a5b805,Yoshihiro Kodama,25,R,R,"5' 10""",165,"Feb 13, 1946","Yamaguchi, JP",,,,kodama001yos
JPCL,1953,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=686c9ad8,Koji Kozuka,18,L,L,"5' 8""",132,"Oct 8, 1934","Aichi, JP",,,,koduka000hir
JPCL,1954,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=44260a0f,Makoto Kozuru,31,R,R,"5' 9""",156,"Dec 17, 1922","Iizuka, Fukuoka, JP",,,,koduru000mak
JPPL,1979,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=90667cfb,Masaaki Koga,30,R,R,"6' 3""",193,"Apr 11, 1949","Kurume, Fukuoka, JP",,,,koga--000mas
JPCL,2023,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=37d36ccf,Yudai Koga,24,R,R,"5' 10""",163,"Aug 7, 1998",,,,,koga--000yud
JPPL,2022,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d9dae444,Yuto Koga,22,R,R,"5' 8""",187,"Sep 10, 1999",,,,,koga--000yut
JPCL,1963,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=8b2341d9,Hide Koga,23,S,R,"5' 10""",170,"Sep 15, 1939","Kumamoto, Kumamoto, JP",,,,koga--001hid
JPPL,1971,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=9619e675,Mitsuru Koganemaru,23,R,R,"5' 10""",171,"Jan 16, 1948","Fukuoka, JP",,,,kogane000mit
JPPL,2022,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=d5c0c304,Atsuya Kogita,23,R,R,"5' 8""",182,"Oct 10, 1998",,,,,kogita000ats
JPPL,1950,Nishitetsu Clippers,https://www.baseball-reference.com/register/team.cgi?id=4790d41c,Eiji Kogure,23,R,R,"5' 7""",140,"Jan 30, 1927","Gunma, JP",,,,kogure000eij
JPPL,1950,Nishitetsu Clippers,https://www.baseball-reference.com/register/team.cgi?id=4790d41c,Rikizo Kogure,27,L,L,"5' 6""",143,"Feb 21, 1923","Gunma, JP",,,,kogure000rik
JPPL,1992,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=44492bcd,Yuichi Kohama,24,R,R,"6' 0""",170,"Feb 19, 1968","Kobe, Hyogo, JP",,,,kohama000yui
JPCL,1996,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=f6427084,Shigeyori Koharazawa,26,R,R,"6' 0""",176,"Aug 9, 1969","Saitama, JP",,,,kohara000shi
JPPL,1997,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=2d1c42a8,Isao Koda,32,L,R,"5' 11""",176,"May 29, 1965","Higashi Sonogi-gun, Nagasaki, JP",,,,kohda-001isa
JPCL,2000,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=b706962f,Masahito Kohiyama,31,R,R,"5' 10""",187,"May 7, 1969","Tokyo, JP",,,,kohiya001mas
JPPL,1992,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=91d1abc0,Hirofumi Kono,30,L,L,"5' 8""",180,"Apr 28, 1962","Hata-gun, Kochi, JP",,,,kohno-001hir
JPCL,2005,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c17f4a1d,Yuki Kono,24,L,R,"5' 9""",170,"Nov 1, 1980","Sayama, Saitama, JP",,,,kohno-001yuk
JPPL,1971,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=2b033540,Kenji Koike,32,R,R,"5' 6""",154,"Feb 5, 1939","Shizuoka, JP",,,,koike-000ken
JPPL,2012,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=626f05b6,Shota Koike,24,R,R,"6' 0""",189,"Jun 24, 1988",,,2012-08-15,2012-08-15,koike-000sho
JPPL,2003,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=bf36dd2e,Hideo Koike,34,L,L,"5' 9""",158,"Mar 18, 1969","Onishi, Aichi, JP",,,,koike-001hid
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Masaaki Koike,28,R,R,"6' 0""",194,"May 15, 1980","Yokohama, Kanagawa, JP",,,,koike-001mas
JPPL,2001,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=7b75c5bb,Takuichi Koike,30,R,R,"5' 10""",154,"Apr 19, 1971","Ayauta-guin, Kagawa, JP",,,,koike-001tak
JPPL,2017,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=7b937909,Hirotaka Koishi,30,L,L,"5' 10""",187,"Apr 13, 1987",,,2017-04-01,2017-08-20,koishi000hir
JPPL,1998,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=e76616c9,Kiyotaka Koishizawa,20,R,R,"5' 10""",170,"Aug 12, 1977","Kawanoe, Ehime, JP",,,,koishi000kiy
JPPL,1968,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=30abd387,Tsunemi Koizumi,25,L,L,"5' 10""",158,"Jul 5, 1942","Nagano, JP",,,,koizum000tsu
JPPL,1998,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=61ed81ca,Hiromu Kojima,30,R,R,"5' 11""",180,"Oct 30, 1967","Otokun-gun, Kyoto, JP",,,,kojima000hir
JPCL,1954,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=24b3bbeb,Katsuji Kojima,30,,,,,"Aug 7, 1923",,,,,kojima000kat
JPPL,1983,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=adfea852,Masanobu Kojima,29,R,R,"5' 10""",171,"Jun 10, 1954","Konosu, Saitama, JP",,,,kojima000mas
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Shuhei Kojima,30,L,R,"5' 9""",165,"Jun 5, 1987",,,2017-03-31,2017-10-01,kojima000shu
JPCL,1951,Nagoya Dragons,https://www.baseball-reference.com/register/team.cgi?id=84c1a3b2,Teiji Kojima,24,L,L,"5' 8""",136,"Apr 21, 1927","Nagoya, Aichi, JP",,,,kojima000tei
JPCL,1950,Nishinippon Pirates,https://www.baseball-reference.com/register/team.cgi?id=83b40361,Toshio Kojima,36,R,R,"5' 7""",138,"Oct 12, 1913","Nagoya, Aichi, JP",,,,kojima000tos
JPPL,1992,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=91d1abc0,Yoshihiro Kojima,24,L,L,"6' 0""",182,"May 31, 1968","Shimoagata-gun, Nagasaki, JP",,,,kojima000yos
JPCL,1991,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=2892ea2a,Keiichi Kojima,22,L,L,"6' 0""",185,"Jul 1, 1968","Kawasaki, Kanagawa, JP",,,,kojima001kei
JPCL,2005,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=c8efc038,Shinjiro Kojima,23,L,L,"6' 0""",187,"Jun 11, 1982","Kodaira, Tokyo, JP",,,,kojima001shi
JPCL,2014,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=716a3cf5,Tatsuya Kojima,28,L,L,"5' 11""",155,"Oct 7, 1985","Suita, Osaka, JP",,2014-05-23,2014-08-19,kojima001tat
JPCL,1966,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=8c964b9d,Hirotoshi Koketsu,19,L,L,"6' 0""",170,"Aug 20, 1946","Nakatsugawa, Gifu, JP",,,,kokets000hir
JPPL,2020,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d42535a6,Tsubasa Kokuba,26,L,R,"5' 11""",178,"Dec 5, 1993",JP,,,,kokuba000tsu
JPPL,1997,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=6cd5bde3,Hiroki Kokubo,25,R,R,"6' 0""",194,"Oct 8, 1971","Wakayama, Wakayama, JP",,,,kokubo001hir
JPPL,2021,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=924040e4,Tetsuya Kokubo,36,R,R,"5' 9""",171,"Apr 12, 1985","Miyagi, Nara, JP",,,,kokubo001tet
JPCL,1954,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=24b3bbeb,Keiji Komada,28,R,R,"5' 8""",143,"Jan 30, 1926","Fuse, Osaka, JP",,,,komada000kei
JPCL,1991,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=2892ea2a,Norihiro Komada,28,L,L,"6' 3""",191,"Sep 14, 1962","Nara, JP",,,,komada001nor
JPCL,1950,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=87b8bce3,Hirofumi Komae,28,R,R,"5' 6""",132,"Oct 9, 1921","Hyogo, JP",,,,komae-000hir
JPPL,2023,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=e792204c,Ryuji Komago,25,R,R,"5' 10""",194,"Sep 15, 1997",,,,,komago000ryu
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Tetsuo Komai,19,,,,,"Jul 13, 1937",,,,,komai-000tet
JPPL,2003,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=ce0e748e,Teppei Komai,21,R,R,"5' 11""",154,"May 22, 1982",,,,,komai-001tep
