League_Code,Year,Team_Name,Team_Link,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,id
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Motofumi Nishimura*,33,0,0,,2.93,29,0,8,0,0,0,15.1,17,7,5,0,7,0,11,0,0,2,69,1.565,10,0,4.1,6.5,1.57,,nishim000mot
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,José Núñez,32,6,9,0.4,3.13,42,8,29,1,0,16,103.2,117,42,36,4,28,2,79,0,1,1,446,1.399,10.2,0.3,2.4,6.9,2.82,,nunez-001jos
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Manabu Saito,32,0,0,,5.4,9,0,2,0,0,0,5,7,3,3,1,3,0,3,0,0,0,25,2,12.6,1.8,5.4,5.4,1,,saito-000man
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Mitsugu Saito,26,0,0,,5.93,13,0,2,0,0,0,13.2,21,10,9,2,4,0,8,0,0,0,64,1.829,13.8,1.3,2.6,5.3,2,,saitoh001mit
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Masahiro Sakumoto*,21,1,3,0.25,4.86,24,0,10,0,0,0,37,43,21,20,4,20,0,32,1,0,1,168,1.703,10.5,1,4.9,7.8,1.6,,sakumo001mas
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Koji Takagi*,28,0,0,,27,3,0,0,0,0,0,0.1,1,1,1,0,1,0,0,0,0,0,3,6,27,0,27,0,0,,takagi001koj
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Ikuo Takayama,33,0,1,0,10.8,8,0,1,0,0,0,6.2,11,9,8,4,1,0,3,1,0,0,32,1.8,14.9,5.4,1.4,4.1,3,,takaya001iku
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Kazuhiro Takeda,31,15,8,0.652,3.84,26,26,0,6,4,0,171,167,77,73,16,56,1,114,4,0,6,722,1.304,8.8,0.8,2.9,6,2.04,,takeda001kaz
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Keisaburo Tanoue,24,0,0,,0,2,0,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,12,,,tanoue001kei
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Tomoyuki Uchiyama,27,3,2,0.6,4.33,28,6,5,0,0,0,60.1,68,32,29,6,22,1,33,0,0,8,262,1.492,10.1,0.9,3.3,4.9,1.5,,uchiya001tom
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Kenichi Wakatabe,26,2,0,1,5.16,23,0,10,0,0,0,29.2,39,17,17,3,5,0,16,1,0,0,126,1.483,11.8,0.9,1.5,4.9,3.2,,wakata001ken
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Hidekazu Watanabe,24,9,5,0.643,2.54,21,20,0,3,1,0,145,141,44,41,16,36,2,99,2,0,1,603,1.221,8.8,1,2.2,6.1,2.75,,watana001hid
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Tomio Watanabe,29,0,1,0,14.54,2,1,0,0,0,0,4.1,12,7,7,1,3,0,4,0,0,0,27,3.462,24.9,2.1,6.2,8.3,1.33,,watana000tom
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Shuji Yoshida*,29,0,0,,21.6,1,0,0,0,0,0,1.2,5,4,4,1,1,0,1,0,0,1,10,3.6,27,5.4,5.4,5.4,1,,yoshid001shu
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Toyohiko Yoshida*,29,1,3,0.25,5.01,18,6,4,0,0,0,41.1,47,25,23,6,17,0,28,2,0,1,185,1.548,10.2,1.3,3.7,6.1,1.65,,yoshid001toy
JPPL,1996,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0016aab9,Shintaro Yoshitake,21,4,13,0.235,3.44,35,16,9,6,1,1,141.1,136,59,54,14,48,5,83,7,0,3,599,1.302,8.7,0.9,3.1,5.3,1.73,,yoshit001shi
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Mitsuhiro Adachi,29,2,1,0.667,4.77,33,5,11,0,0,,60.1,73,39,32,10,10,2,32,6,0,0,265,1.376,10.9,1.5,1.5,4.8,3.2,,adachi000mit
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Masato Hamasaki*,24,0,0,,13.5,3,0,1,0,0,,2,2,3,3,0,3,0,2,0,0,0,11,2.5,9,0,13.5,9,0.67,,hamasa001mas
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Shigeo Ishii,30,12,6,0.667,3.1,44,25,11,8,1,,197.2,179,79,68,21,41,4,86,4,0,1,792,1.113,8.2,1,1.9,3.9,2.1,,ishii-000shi
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Takao Kajimoto*,34,18,10,0.643,2.97,40,24,9,9,1,,187.2,178,73,62,16,39,1,93,4,0,5,766,1.156,8.5,0.8,1.9,4.5,2.38,,kajimo000tak
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Teruo Matsumoto,26,0,0,,9,1,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,5,2,9,0,9,0,0,,matsum000ter
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Yukinobu Miyamoto,24,7,3,0.7,2.91,29,14,6,3,1,,105.1,85,38,34,12,45,3,54,7,0,0,445,1.234,7.3,1,3.8,4.6,1.2,,miyamo000yuk
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Takashi Mizutani,21,11,7,0.611,3.38,43,19,8,3,0,,143.2,138,58,54,16,42,3,47,2,0,0,598,1.253,8.6,1,2.6,2.9,1.12,,mizuta000tak
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Yoshiaki Norose,24,0,0,,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,,,norose000yos
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Kiyoshi Oishi,29,6,4,0.6,3.18,43,0,20,0,0,,79.1,63,32,28,14,26,5,37,3,0,0,320,1.122,7.1,1.6,2.9,4.2,1.42,,oishi-000kiy
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Hiroyuki Osada*,30,0,0,,0,1,0,1,0,0,,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,osada-000hir
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Seigo Sasaki,22,5,2,0.714,2.94,21,11,1,2,0,,79.2,65,29,26,10,20,0,45,2,1,0,329,1.067,7.3,1.1,2.3,5.1,2.25,,sasaki000sei
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Yoshinori Toda,23,1,0,1,2.63,15,0,4,0,0,,27.1,26,10,8,3,6,1,21,0,0,0,112,1.171,8.6,1,2,6.9,3.5,,toda--000yos
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Hisashi Yamada,20,0,1,0,5.59,7,1,4,0,0,,9.2,14,6,6,1,1,0,6,1,0,0,45,1.552,13,0.9,0.9,5.6,6,,yamada000his
JPPL,1969,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=419a9797,Tetsuya Yoneda,31,14,16,0.467,2.95,46,31,12,17,3,,253.1,211,95,83,20,68,9,135,4,0,0,1016,1.101,7.5,0.7,2.4,4.8,1.99,,yoneda000tet
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Gene Bacque,31,0,7,0,3.25,12,10,2,2,0,,55.1,54,27,20,5,16,2,26,5,0,4,239,1.265,8.8,0.8,2.6,4.2,1.63,,bacque001gen
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Satomi Bando,27,5,6,0.455,3.26,34,12,7,1,1,,116,92,53,42,15,35,0,77,6,0,1,479,1.095,7.1,1.2,2.7,6,2.2,,bando-000sat
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Yasuo Kawauchi,23,0,0,,5.68,14,1,7,0,0,,19,19,14,12,1,9,0,14,0,0,0,86,1.474,9,0.5,4.3,6.6,1.56,,kawauc000yas
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Hiroshi Mizutani,23,0,1,0,4.11,24,2,8,0,0,,35,40,18,16,2,5,0,12,1,0,0,149,1.286,10.3,0.5,1.3,3.1,2.4,,mizuta001hir
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Mitsuo Okada,20,9,9,0.5,3.18,29,20,4,6,2,,141.1,136,59,50,12,41,3,61,5,0,1,585,1.252,8.7,0.8,2.6,3.9,1.49,,okada-000mit
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Kiyoshi Onozaka*,26,2,1,0.667,3.44,16,0,5,0,0,,18.1,12,8,7,1,7,1,2,0,0,0,73,1.036,5.9,0.5,3.4,1,0.29,,onosak000kiy
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Koichiro Sasaki,25,15,7,0.682,2.35,47,22,11,7,1,,199,165,62,52,10,39,6,93,13,0,3,795,1.025,7.5,0.5,1.8,4.2,2.38,,sasaki000koi
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Toshihiko Sei,23,18,7,0.72,2.23,47,23,16,11,2,,214.1,183,60,53,17,56,10,151,5,0,2,861,1.115,7.7,0.7,2.4,6.3,2.7,,sei---000tos
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Hiroaki Shibaike,23,0,0,,4.76,3,0,2,0,0,,5.2,8,5,3,0,2,0,6,1,0,0,26,1.765,12.7,0,3.2,9.5,3,,shibai000hir
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Keishi Suzuki*,21,24,13,0.649,2.5,46,39,6,28,7,,330.2,265,98,92,34,73,8,286,10,0,1,1327,1.022,7.2,0.9,2,7.8,3.92,,suzuki000kei
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Osamu Tanabe,25,0,0,,4.35,12,1,5,0,0,,20.2,24,10,10,1,8,0,7,0,0,0,91,1.548,10.5,0.4,3.5,3,0.88,,tanabe000osa
JPPL,1969,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=de6589b5,Shigemasa Yamamoto,25,0,0,,8.31,4,0,2,0,0,,4.1,5,4,4,2,0,0,1,0,0,0,18,1.154,10.4,4.2,0,2.1,,,yamamo000shi
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Kazuto Kawabata,21,3,0,1,3.14,22,4,9,0,0,,48.2,41,20,17,8,24,1,27,1,0,0,208,1.336,7.6,1.5,4.4,5,1.13,,kawaba002kaz
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Ryunosuke Kawato*,21,0,0,,21.6,4,0,1,0,0,,1.2,3,4,4,1,2,0,0,1,0,0,11,3,16.2,5.4,10.8,0,0,,kawato000ryu
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Masaaki Kitaru,22,15,9,0.625,1.72,51,6,33,2,0,,162,135,45,31,12,31,7,70,9,0,2,651,1.025,7.5,0.7,1.7,3.9,2.26,,kitaru000mas
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Masaaki Koyama,34,11,7,0.611,2.96,33,29,2,8,2,,182.1,173,70,60,15,31,4,136,5,0,1,747,1.119,8.5,0.7,1.5,6.7,4.39,,koyama000mas
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Choji Murata,19,6,8,0.429,3.57,37,20,3,5,5,,146.1,110,64,58,11,80,2,90,2,0,5,615,1.298,6.8,0.7,4.9,5.5,1.13,,murata000cho
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Fumio Narita,22,22,13,0.629,2.73,48,43,3,21,9,,317,276,115,96,29,70,5,185,9,0,2,1276,1.091,7.8,0.8,2,5.3,2.64,,narita000fum
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Katsuji Sakai,31,6,8,0.429,3.96,24,22,1,3,0,,127.1,108,58,56,26,49,7,85,10,0,0,538,1.233,7.6,1.8,3.5,6,1.73,,sakai-000kat
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Shichiro Sakota,24,3,4,0.429,2.69,34,0,12,0,0,,67,74,29,20,6,13,0,25,1,0,1,281,1.299,9.9,0.8,1.7,3.4,1.92,,sakota000shi
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Motohiko Sato,26,0,2,0,8.31,9,4,5,0,0,,17.1,26,18,16,3,9,1,11,2,1,0,86,2.019,13.5,1.6,4.7,5.7,1.22,,sato--000mot
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Yoshiro Tsumajima,30,0,1,0,8.22,4,0,1,0,0,,7.2,10,8,7,2,4,0,0,0,0,0,36,1.826,11.7,2.3,4.7,0,0,,tsumas000yos
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Soroku Yagisawa,24,3,2,0.6,3.6,44,2,21,0,0,,90,71,40,36,11,24,4,56,3,0,1,359,1.056,7.1,1.1,2.4,5.6,2.33,,yagisa000sor
JPPL,1969,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=2024e6b5,Kojiro Yokoyama,26,0,0,,10.8,2,0,0,0,0,,3.1,7,4,4,1,0,0,0,0,0,0,17,2.1,18.9,2.7,0,0,,,yokoya000koj
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Teruhiko Ishii,20,0,1,0,4,3,0,3,0,0,,9,9,4,4,0,2,0,3,0,0,0,35,1.222,9,0,2,3,1.5,,ishii-000ter
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Yoshiaki Ito*,35,0,1,0,3.18,17,2,4,0,0,,28.1,28,12,10,4,11,1,16,0,0,0,120,1.376,8.9,1.3,3.5,5.1,1.45,,itoh--000yos
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Tomehiro Kaneda,22,18,13,0.581,3.63,59,19,32,6,0,,206,183,85,83,24,52,4,158,2,0,2,833,1.141,8,1,2.3,6.9,3.04,,kaneda000tam
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Shoji Miyazaki,26,2,1,0.667,2.52,44,0,13,0,0,,85.2,73,25,24,9,23,1,44,7,0,0,349,1.121,7.7,0.9,2.4,4.6,1.91,,miyaza000sho
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Toshiaki Moriyasu,21,11,15,0.423,3.97,58,24,15,5,1,,236,231,112,104,34,51,1,156,17,0,4,993,1.195,8.8,1.3,1.9,5.9,3.06,,moriya000tos
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Kinichi Ochiai,22,0,0,,6,2,0,0,0,0,,3,6,2,2,0,1,0,3,0,0,0,16,2.333,18,0,3,9,3,,ochiai000kin
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Yukio Ozaki,24,0,2,0,5.71,7,1,3,1,0,,17.1,22,14,11,5,2,0,6,0,0,0,75,1.385,11.4,2.6,1,3.1,3,,ozaki-000yuk
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Ken Sakurai,21,1,1,0.5,4.67,19,0,9,0,0,,27,33,19,14,1,5,0,14,2,0,0,121,1.407,11,0.3,1.7,4.7,2.8,,sakura000ken
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Naoki Takahashi,24,13,13,0.5,2.42,41,33,4,10,2,,223,196,81,60,17,31,0,122,6,1,2,884,1.018,7.9,0.7,1.3,4.9,3.94,,takaha000nao
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Yoshimasa Takahashi,25,3,11,0.214,4.09,34,14,12,2,0,,105.2,118,59,48,13,13,0,45,0,0,0,437,1.24,10.1,1.1,1.1,3.8,3.46,,takaha004yos
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Mitsugu Tanaka*,25,9,11,0.45,2.77,49,36,2,6,2,,217.1,189,80,67,18,59,3,120,5,0,2,888,1.141,7.8,0.7,2.4,5,2.03,,tanaka002mit
JPPL,1969,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=534be853,Takeaki Yamasaki*,28,0,1,0,9.82,7,1,3,0,0,,7.1,9,9,8,3,1,0,1,0,0,0,34,1.364,11,3.7,1.2,1.2,1,,yamaza003tak
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Keizo Akiba,22,0,2,0,4.61,6,2,1,0,0,,13.2,19,9,7,2,4,0,5,2,0,1,62,1.683,12.5,1.3,2.6,3.3,1.25,,akiba-000kei
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Kazuhiro Fujimoto*,21,0,1,0,5.4,3,1,1,0,0,,5,6,4,3,1,3,1,3,1,0,0,22,1.8,10.8,1.8,5.4,5.4,1,,fujimo000kaz
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Eisuke Fukunaga,19,0,0,,0,1,0,1,0,0,,1,1,0,0,0,1,0,1,0,0,0,5,2,9,0,9,9,1,,fukuna000eis
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Kiyoshi Goto,23,1,2,0.333,3.43,24,1,7,0,0,,39.1,45,16,15,4,14,1,17,0,0,1,171,1.5,10.3,0.9,3.2,3.9,1.21,,goto--000kiy
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Isao Hasato,24,0,2,0,3.95,15,2,7,0,0,,27.1,30,13,12,4,6,0,16,1,0,0,116,1.317,9.9,1.3,2,5.3,2.67,,hasato000isa
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Osamu Higashio,19,0,2,0,8.4,8,4,2,0,0,,15,16,14,14,2,14,0,11,1,0,1,73,2,9.6,1.2,8.4,6.6,0.79,,higash000osa
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Masaaki Ikenaga,22,18,11,0.621,2.56,34,32,2,21,4,,263.1,232,87,75,22,58,3,105,14,0,1,1065,1.101,7.9,0.8,2,3.6,1.81,,ikenag000mas
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Kazuhisa Inao,32,1,7,0.125,2.78,32,10,9,0,0,,97,92,36,30,9,27,2,46,2,0,0,399,1.227,8.5,0.8,2.5,4.3,1.7,,inao--000kaz
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Isamu Ito*,20,2,0,1,6.26,16,2,5,0,0,,23,32,17,16,3,10,0,6,1,0,0,108,1.826,12.5,1.2,3.9,2.3,0.6,,itoh--000isa
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Akira Kawahara,20,12,13,0.48,3.7,50,21,13,4,1,,170.1,155,82,70,18,64,6,99,6,0,2,723,1.286,8.2,1,3.4,5.2,1.55,,kawaha001aki
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Akio Masuda*,31,8,15,0.348,3.25,40,30,2,7,3,,188.1,171,86,68,21,60,1,113,8,0,3,787,1.227,8.2,1,2.9,5.4,1.88,,masuda001aki
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Masayuki Nagayasu,27,2,6,0.25,3.27,32,9,11,2,2,,88,79,36,32,7,32,2,41,3,0,0,356,1.261,8.1,0.7,3.3,4.2,1.28,,nagaya000mas
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Etsuo Nakai,26,0,3,0,3.75,31,2,12,0,0,,60,49,27,25,4,18,1,44,1,0,0,237,1.117,7.4,0.6,2.7,6.6,2.44,,nakai-000ets
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Yoshinori Okamura,20,0,0,,4.5,10,0,4,0,0,,14,11,7,7,3,7,0,11,1,0,0,60,1.286,7.1,1.9,4.5,7.1,1.57,,okamur000yos
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Sachio Tsujihara,20,0,0,,0,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,,tsujih000sac
JPPL,1969,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=4f1493d6,Yoshinobu Yoda,25,7,11,0.389,3.81,45,14,17,1,0,,149,134,73,63,13,40,5,85,7,0,0,614,1.168,8.1,0.8,2.4,5.1,2.13,,yoda--000yor
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Eizo Goda,27,0,4,0,3.63,17,6,7,0,0,,44.2,58,25,18,6,11,0,9,0,0,1,193,1.545,11.7,1.2,2.2,1.8,0.82,,goda--000eiz
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Toshihiro Hayashi*,25,2,2,0.5,5.3,19,3,3,0,0,,52.2,65,36,31,8,11,0,23,1,0,1,233,1.443,11.1,1.4,1.9,3.9,2.09,,hayash000tos
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Yoshiro Izumi,23,3,1,0.75,3.56,28,4,10,1,0,,78.1,86,37,31,11,13,0,45,3,0,1,332,1.264,9.9,1.3,1.5,5.2,3.46,,izumi-000yos
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Shiro Maeda,19,0,0,,4.5,3,0,3,0,0,,4,3,3,2,0,5,0,3,0,0,0,19,2,6.8,0,11.3,6.8,0.6,,maeda-002shi
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Mutsuo Minagawa,33,5,14,0.263,2.61,33,13,17,4,1,,134.1,126,47,39,16,20,1,65,4,0,0,538,1.087,8.4,1.1,1.3,4.4,3.25,,minaga000mut
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Kiyohiro Miura,30,12,14,0.462,3.27,33,29,2,10,1,,215,196,93,78,29,62,3,79,6,0,3,882,1.2,8.2,1.2,2.6,3.3,1.27,,miura-000kiy
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Masanori Murakami*,25,7,9,0.438,4.54,31,14,10,3,0,,119,139,64,60,19,32,1,47,3,0,0,513,1.437,10.5,1.4,2.4,3.6,1.47,,muraka001mas
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Akitada Niiyama,29,0,0,,6.87,10,0,3,0,0,,18.1,26,20,14,3,6,1,9,0,0,0,89,1.745,12.8,1.5,2.9,4.4,1.5,,niiyam000aki
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Shozo Nishimura,28,0,0,,4.5,10,1,5,0,0,,14,17,7,7,5,2,0,7,0,0,1,60,1.357,10.9,3.2,1.3,4.5,3.5,,nishim000sho
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Sanshiro Nishioka,20,10,7,0.588,2.44,29,24,2,9,1,,162.1,133,53,44,6,50,2,70,2,0,2,657,1.127,7.4,0.3,2.8,3.9,1.4,,nishio000san
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Kimihiro Sato,32,0,1,0,4.99,22,1,6,0,0,,39.2,46,24,22,6,7,1,17,3,0,0,171,1.336,10.4,1.4,1.6,3.9,2.43,,sato--000kim
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Tadashi Sugiura,33,2,7,0.222,4.13,30,5,17,1,0,,65.1,68,33,30,8,16,1,33,3,0,0,268,1.286,9.4,1.1,2.2,4.5,2.06,,sugiur000tad
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Satoshi Takahashi,21,0,0,,0,2,0,1,0,0,,1,1,0,0,0,1,1,0,0,0,0,5,2,9,0,9,0,0,,takaha002sat
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Takuzo Ueda*,20,0,0,,3.27,6,0,4,0,0,,11,12,6,4,1,2,0,10,0,0,0,46,1.273,9.8,0.8,1.6,8.2,5,,ueda--001tak
JPPL,1969,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=48eebaca,Taisuke Watanabe,26,9,17,0.346,3.54,36,30,2,10,4,,193.1,171,82,76,27,60,0,79,5,1,2,785,1.195,8,1.3,2.8,3.7,1.32,,watana000tai
JPPL,1991,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d033c186,Toshihiro Go*,25,0,0,,5.4,3,1,2,0,0,0,5,4,3,3,1,2,0,2,0,0,0,21,1.2,7.2,1.8,3.6,3.6,1,,go----000tos
JPPL,1991,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d033c186,Tetsuya Haraguchi,24,0,0,,9,2,0,0,0,0,0,2,5,3,2,0,2,0,0,1,0,0,13,3.5,22.5,0,9,0,0,,haragu002tet
JPPL,1991,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d033c186,Takehiro Ishii,26,7,5,0.583,3.26,17,15,0,6,1,0,110.1,81,41,40,15,23,0,68,0,1,1,426,0.943,6.6,1.2,1.9,5.5,2.96,,ishii-004tak
